_id,user,provider,date,timeSlot,items[0].name,items[1].name,items[2].name,items[3].name,items[4].name,items[5].name,items[0].itemType,items[1].itemType,items[2].itemType,items[3].itemType,items[4].itemType,items[5].itemType,items[0].price,items[1].price,items[2].price,items[3].price,items[4].price,items[5].price,items[0].quantity,items[1].quantity,items[2].quantity,items[3].quantity,items[4].quantity,items[5].quantity,items[0]._id,items[1]._id,items[2]._id,items[3]._id,items[4]._id,items[5]._id,totalPrice,amountPaid,status,paymentStatus,razorpayOrderId,createdAt,updatedAt,__v,platformFee,providerEarning
69e0a6cd2eab0b385a715c19,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-24T18:30:00.000Z,lunch,Moong Dal,Chole,,,,,dal,sabzi,,,,,38,50,,,,,1,1,,,,,69e0a6cd2eab0b385a715c1a,69e0a6cd2eab0b385a715c1b,,,,,88,88,completed,paid,,2026-02-24T18:30:00.000Z,2026-02-24T18:30:00.000Z,0,4,84
69e0a6cd2eab0b385a715c1c,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-24T18:30:00.000Z,lunch,Lassi,Bhatura,Moong Dal,Chole,Steamed Rice,,side,bread,dal,sabzi,rice,,25,20,38,50,25,,1,1,1,2,1,,69e0a6cd2eab0b385a715c1d,69e0a6cd2eab0b385a715c1e,69e0a6cd2eab0b385a715c1f,69e0a6cd2eab0b385a715c20,69e0a6cd2eab0b385a715c21,,208,208,completed,paid,,2026-02-24T18:30:00.000Z,2026-02-24T18:30:00.000Z,0,10,198
69e0a6cd2eab0b385a715c22,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-25T18:30:00.000Z,dinner,Paneer Tikka Masala,Steamed Rice,Rasmalai,Dal Tadka,Butter Naan,,sabzi,rice,dessert,dal,bread,,70,25,35,40,15,,1,2,2,2,1,,69e0a6cd2eab0b385a715c23,69e0a6cd2eab0b385a715c24,69e0a6cd2eab0b385a715c25,69e0a6cd2eab0b385a715c26,69e0a6cd2eab0b385a715c27,,285,285,completed,paid,,2026-02-25T18:30:00.000Z,2026-02-25T18:30:00.000Z,0,14,271
69e0a6cd2eab0b385a715c28,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-27T18:30:00.000Z,lunch,Dal Fry,Aloo Matar,,,,,dal,sabzi,,,,,40,42,,,,,1,1,,,,,69e0a6cd2eab0b385a715c29,69e0a6cd2eab0b385a715c2a,,,,,82,82,completed,paid,,2026-02-27T18:30:00.000Z,2026-02-27T18:30:00.000Z,0,4,78
69e0a6cd2eab0b385a715c2b,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-27T18:30:00.000Z,dinner,Butter Naan,Steamed Rice,Rasmalai,,,,bread,rice,dessert,,,,15,25,35,,,,2,2,1,,,,69e0a6cd2eab0b385a715c2c,69e0a6cd2eab0b385a715c2d,69e0a6cd2eab0b385a715c2e,,,,115,115,completed,paid,,2026-02-27T18:30:00.000Z,2026-02-27T18:30:00.000Z,0,6,109
69e0a6cd2eab0b385a715c2f,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-28T18:30:00.000Z,dinner,Jeera Rice,Papad,,,,,rice,side,,,,,30,10,,,,,1,1,,,,,69e0a6cd2eab0b385a715c30,69e0a6cd2eab0b385a715c31,,,,,40,40,completed,paid,,2026-02-28T18:30:00.000Z,2026-02-28T18:30:00.000Z,0,2,38
69e0a6cd2eab0b385a715c32,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-28T18:30:00.000Z,lunch,Paneer Butter Masala,Garlic Naan,Dal Tadka,Gulab Jamun,Raita,,sabzi,bread,dal,dessert,side,,65,18,40,25,20,,2,1,1,2,1,,69e0a6cd2eab0b385a715c33,69e0a6cd2eab0b385a715c34,69e0a6cd2eab0b385a715c35,69e0a6cd2eab0b385a715c36,69e0a6cd2eab0b385a715c37,,258,258,completed,paid,,2026-02-28T18:30:00.000Z,2026-02-28T18:30:00.000Z,0,13,245
69e0a6cd2eab0b385a715c38,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-28T18:30:00.000Z,lunch,Raita,Dal Tadka,Gulab Jamun,,,,side,dal,dessert,,,,20,40,25,,,,1,2,1,,,,69e0a6cd2eab0b385a715c39,69e0a6cd2eab0b385a715c3a,69e0a6cd2eab0b385a715c3b,,,,125,125,completed,paid,,2026-02-28T18:30:00.000Z,2026-02-28T18:30:00.000Z,0,6,119
69e0a6cd2eab0b385a715c3c,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-01T18:30:00.000Z,dinner,Rajma Masala,Palak Paneer,,,,,dal,sabzi,,,,,50,60,,,,,2,1,,,,,69e0a6cd2eab0b385a715c3d,69e0a6cd2eab0b385a715c3e,,,,,160,160,completed,paid,,2026-03-01T18:30:00.000Z,2026-03-01T18:30:00.000Z,0,8,152
69e0a6cd2eab0b385a715c3f,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-02T18:30:00.000Z,dinner,Garlic Naan,Dal Makhani,Jalebi,Mixed Veg Curry,Jeera Rice,,bread,dal,dessert,sabzi,rice,,18,55,25,45,30,,1,2,1,1,1,,69e0a6cd2eab0b385a715c40,69e0a6cd2eab0b385a715c41,69e0a6cd2eab0b385a715c42,69e0a6cd2eab0b385a715c43,69e0a6cd2eab0b385a715c44,,228,228,completed,paid,,2026-03-02T18:30:00.000Z,2026-03-02T18:30:00.000Z,0,11,217
69e0a6cd2eab0b385a715c45,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-02T18:30:00.000Z,dinner,Dal Makhani,Mixed Veg Curry,Jeera Rice,,,,dal,sabzi,rice,,,,55,45,30,,,,1,1,1,,,,69e0a6cd2eab0b385a715c46,69e0a6cd2eab0b385a715c47,69e0a6cd2eab0b385a715c48,,,,130,130,completed,paid,,2026-03-02T18:30:00.000Z,2026-03-02T18:30:00.000Z,0,7,123
69e0a6cd2eab0b385a715c49,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-02T18:30:00.000Z,dinner,Dal Makhani,Garlic Naan,Jalebi,Mixed Veg Curry,,,dal,bread,dessert,sabzi,,,55,18,25,45,,,2,2,1,2,,,69e0a6cd2eab0b385a715c4a,69e0a6cd2eab0b385a715c4b,69e0a6cd2eab0b385a715c4c,69e0a6cd2eab0b385a715c4d,,,261,261,completed,paid,,2026-03-02T18:30:00.000Z,2026-03-02T18:30:00.000Z,0,13,248
69e0a6cd2eab0b385a715c4e,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-03T18:30:00.000Z,lunch,Steamed Rice,Chole,,,,,rice,sabzi,,,,,25,50,,,,,2,1,,,,,69e0a6cd2eab0b385a715c4f,69e0a6cd2eab0b385a715c50,,,,,100,100,completed,paid,,2026-03-03T18:30:00.000Z,2026-03-03T18:30:00.000Z,0,5,95
69e0a6cd2eab0b385a715c51,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-05T18:30:00.000Z,dinner,Garlic Naan,Veg Biryani,Kadhai Paneer,,,,bread,rice,sabzi,,,,18,55,65,,,,1,1,2,,,,69e0a6cd2eab0b385a715c52,69e0a6cd2eab0b385a715c53,69e0a6cd2eab0b385a715c54,,,,203,203,completed,paid,,2026-03-05T18:30:00.000Z,2026-03-05T18:30:00.000Z,0,10,193
69e0a6cd2eab0b385a715c55,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-06T18:30:00.000Z,lunch,Aloo Matar,Roti,,,,,sabzi,bread,,,,,42,10,,,,,1,1,,,,,69e0a6cd2eab0b385a715c56,69e0a6cd2eab0b385a715c57,,,,,52,52,completed,paid,,2026-03-06T18:30:00.000Z,2026-03-06T18:30:00.000Z,0,3,49
69e0a6cd2eab0b385a715c58,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-08T18:30:00.000Z,lunch,Dal Tadka,Roti,,,,,dal,bread,,,,,40,10,,,,,1,1,,,,,69e0a6cd2eab0b385a715c59,69e0a6cd2eab0b385a715c5a,,,,,50,50,completed,paid,,2026-03-08T18:30:00.000Z,2026-03-08T18:30:00.000Z,0,3,47
69e0a6cd2eab0b385a715c5b,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-08T18:30:00.000Z,dinner,Palak Paneer,Rajma Masala,,,,,sabzi,dal,,,,,60,50,,,,,1,1,,,,,69e0a6cd2eab0b385a715c5c,69e0a6cd2eab0b385a715c5d,,,,,110,110,completed,paid,,2026-03-08T18:30:00.000Z,2026-03-08T18:30:00.000Z,0,6,104
69e0a6cd2eab0b385a715c5e,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-08T18:30:00.000Z,dinner,Kheer,Rajma Masala,Butter Naan,Palak Paneer,Steamed Rice,,dessert,dal,bread,sabzi,rice,,30,50,15,60,25,,1,2,1,1,1,,69e0a6cd2eab0b385a715c5f,69e0a6cd2eab0b385a715c60,69e0a6cd2eab0b385a715c61,69e0a6cd2eab0b385a715c62,69e0a6cd2eab0b385a715c63,,230,230,completed,paid,,2026-03-08T18:30:00.000Z,2026-03-08T18:30:00.000Z,0,12,218
69e0a6cd2eab0b385a715c64,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-09T18:30:00.000Z,dinner,Dal Makhani,Mixed Veg Curry,,,,,dal,sabzi,,,,,55,45,,,,,1,1,,,,,69e0a6cd2eab0b385a715c65,69e0a6cd2eab0b385a715c66,,,,,100,100,completed,paid,,2026-03-09T18:30:00.000Z,2026-03-09T18:30:00.000Z,0,5,95
69e0a6cd2eab0b385a715c67,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-10T18:30:00.000Z,lunch,Lassi,Bhatura,Steamed Rice,Chole,Moong Dal,,side,bread,rice,sabzi,dal,,25,20,25,50,38,,1,1,2,1,1,,69e0a6cd2eab0b385a715c68,69e0a6cd2eab0b385a715c69,69e0a6cd2eab0b385a715c6a,69e0a6cd2eab0b385a715c6b,69e0a6cd2eab0b385a715c6c,,183,183,completed,paid,,2026-03-10T18:30:00.000Z,2026-03-10T18:30:00.000Z,0,9,174
69e0a6cd2eab0b385a715c6d,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-10T18:30:00.000Z,dinner,Roti,Veg Biryani,,,,,bread,rice,,,,,10,55,,,,,1,1,,,,,69e0a6cd2eab0b385a715c6e,69e0a6cd2eab0b385a715c6f,,,,,65,65,completed,paid,,2026-03-10T18:30:00.000Z,2026-03-10T18:30:00.000Z,0,3,62
69e0a6cd2eab0b385a715c70,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-11T18:30:00.000Z,lunch,Raita,Paratha,Jeera Rice,,,,side,bread,rice,,,,20,15,30,,,,1,1,1,,,,69e0a6cd2eab0b385a715c71,69e0a6cd2eab0b385a715c72,69e0a6cd2eab0b385a715c73,,,,65,65,completed,paid,,2026-03-11T18:30:00.000Z,2026-03-11T18:30:00.000Z,0,3,62
69e0a6cd2eab0b385a715c74,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-12T18:30:00.000Z,lunch,Veg Pulao,Baingan Bharta,Roti,Shrikhand,Chana Dal,,rice,sabzi,bread,dessert,dal,,35,45,10,30,40,,1,1,1,2,2,,69e0a6cd2eab0b385a715c75,69e0a6cd2eab0b385a715c76,69e0a6cd2eab0b385a715c77,69e0a6cd2eab0b385a715c78,69e0a6cd2eab0b385a715c79,,230,230,completed,paid,,2026-03-12T18:30:00.000Z,2026-03-12T18:30:00.000Z,0,12,218
69e0a6cd2eab0b385a715c7a,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-14T18:30:00.000Z,lunch,Paneer Butter Masala,Dal Tadka,Raita,Garlic Naan,,,sabzi,dal,side,bread,,,65,40,20,18,,,1,2,1,1,,,69e0a6cd2eab0b385a715c7b,69e0a6cd2eab0b385a715c7c,69e0a6cd2eab0b385a715c7d,69e0a6cd2eab0b385a715c7e,,,183,183,completed,paid,,2026-03-14T18:30:00.000Z,2026-03-14T18:30:00.000Z,0,9,174
69e0a6cd2eab0b385a715c7f,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-15T18:30:00.000Z,lunch,Roti,Dal Tadka,Aloo Gobi,Gulab Jamun,,,bread,dal,sabzi,dessert,,,10,40,45,25,,,1,1,1,1,,,69e0a6cd2eab0b385a715c80,69e0a6cd2eab0b385a715c81,69e0a6cd2eab0b385a715c82,69e0a6cd2eab0b385a715c83,,,120,120,completed,paid,,2026-03-15T18:30:00.000Z,2026-03-15T18:30:00.000Z,0,6,114
69e0a6cd2eab0b385a715c84,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-17T18:30:00.000Z,dinner,Gulab Jamun,Bhindi Masala,,,,,dessert,sabzi,,,,,25,45,,,,,1,2,,,,,69e0a6cd2eab0b385a715c85,69e0a6cd2eab0b385a715c86,,,,,115,115,completed,paid,,2026-03-17T18:30:00.000Z,2026-03-17T18:30:00.000Z,0,6,109
69e0a6cd2eab0b385a715c87,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-18T18:30:00.000Z,dinner,Dal Tadka,Butter Naan,,,,,dal,bread,,,,,40,15,,,,,1,1,,,,,69e0a6cd2eab0b385a715c88,69e0a6cd2eab0b385a715c89,,,,,55,55,completed,paid,,2026-03-18T18:30:00.000Z,2026-03-18T18:30:00.000Z,0,3,52
69e0a6cd2eab0b385a715c8a,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-20T18:30:00.000Z,lunch,Fruit Custard,Jeera Rice,,,,,dessert,rice,,,,,30,30,,,,,1,2,,,,,69e0a6cd2eab0b385a715c8b,69e0a6cd2eab0b385a715c8c,,,,,90,90,completed,paid,,2026-03-20T18:30:00.000Z,2026-03-20T18:30:00.000Z,0,5,85
69e0a6cd2eab0b385a715c8d,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-21T18:30:00.000Z,lunch,Raita,Gulab Jamun,,,,,side,dessert,,,,,20,25,,,,,2,1,,,,,69e0a6cd2eab0b385a715c8e,69e0a6cd2eab0b385a715c8f,,,,,65,65,completed,paid,,2026-03-21T18:30:00.000Z,2026-03-21T18:30:00.000Z,0,3,62
69e0a6cd2eab0b385a715c90,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-21T18:30:00.000Z,lunch,Gulab Jamun,Garlic Naan,Veg Biryani,Paneer Butter Masala,,,dessert,bread,rice,sabzi,,,25,18,55,65,,,1,2,1,2,,,69e0a6cd2eab0b385a715c91,69e0a6cd2eab0b385a715c92,69e0a6cd2eab0b385a715c93,69e0a6cd2eab0b385a715c94,,,246,246,completed,paid,,2026-03-21T18:30:00.000Z,2026-03-21T18:30:00.000Z,0,12,234
69e0a6cd2eab0b385a715c95,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-24T18:30:00.000Z,dinner,Gulab Jamun,Roti,,,,,dessert,bread,,,,,25,10,,,,,1,2,,,,,69e0a6cd2eab0b385a715c96,69e0a6cd2eab0b385a715c97,,,,,45,45,completed,paid,,2026-03-24T18:30:00.000Z,2026-03-24T18:30:00.000Z,0,2,43
69e0a6cd2eab0b385a715c98,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-24T18:30:00.000Z,dinner,Bhindi Masala,Toor Dal Fry,,,,,sabzi,dal,,,,,45,42,,,,,1,1,,,,,69e0a6cd2eab0b385a715c99,69e0a6cd2eab0b385a715c9a,,,,,87,87,completed,paid,,2026-03-24T18:30:00.000Z,2026-03-24T18:30:00.000Z,0,4,83
69e0a6cd2eab0b385a715c9b,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-24T18:30:00.000Z,dinner,Bhindi Masala,Veg Biryani,,,,,sabzi,rice,,,,,45,55,,,,,1,2,,,,,69e0a6cd2eab0b385a715c9c,69e0a6cd2eab0b385a715c9d,,,,,155,155,completed,paid,,2026-03-24T18:30:00.000Z,2026-03-24T18:30:00.000Z,0,8,147
69e0a6cd2eab0b385a715c9e,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-26T18:30:00.000Z,lunch,Chana Dal,Baingan Bharta,Veg Pulao,Roti,,,dal,sabzi,rice,bread,,,40,45,35,10,,,2,1,1,1,,,69e0a6cd2eab0b385a715c9f,69e0a6cd2eab0b385a715ca0,69e0a6cd2eab0b385a715ca1,69e0a6cd2eab0b385a715ca2,,,170,170,completed,paid,,2026-03-26T18:30:00.000Z,2026-03-26T18:30:00.000Z,0,9,161
69e0a6cd2eab0b385a715ca3,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-28T18:30:00.000Z,dinner,Jeera Rice,Malai Kofta,,,,,rice,sabzi,,,,,30,70,,,,,1,2,,,,,69e0a6cd2eab0b385a715ca4,69e0a6cd2eab0b385a715ca5,,,,,170,170,completed,paid,,2026-03-28T18:30:00.000Z,2026-03-28T18:30:00.000Z,0,9,161
69e0a6cd2eab0b385a715ca6,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-28T18:30:00.000Z,lunch,Veg Biryani,Paneer Butter Masala,Garlic Naan,,,,rice,sabzi,bread,,,,55,65,18,,,,2,1,2,,,,69e0a6cd2eab0b385a715ca7,69e0a6cd2eab0b385a715ca8,69e0a6cd2eab0b385a715ca9,,,,211,211,completed,paid,,2026-03-28T18:30:00.000Z,2026-03-28T18:30:00.000Z,0,11,200
69e0a6cd2eab0b385a715caa,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-29T18:30:00.000Z,dinner,Steamed Rice,Butter Naan,,,,,rice,bread,,,,,25,15,,,,,2,1,,,,,69e0a6cd2eab0b385a715cab,69e0a6cd2eab0b385a715cac,,,,,65,65,completed,paid,,2026-03-29T18:30:00.000Z,2026-03-29T18:30:00.000Z,0,3,62
69e0a6cd2eab0b385a715cad,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-30T18:30:00.000Z,dinner,Jalebi,Dal Makhani,Mixed Veg Curry,Jeera Rice,Garlic Naan,,dessert,dal,sabzi,rice,bread,,25,55,45,30,18,,1,1,1,1,1,,69e0a6cd2eab0b385a715cae,69e0a6cd2eab0b385a715caf,69e0a6cd2eab0b385a715cb0,69e0a6cd2eab0b385a715cb1,69e0a6cd2eab0b385a715cb2,,173,173,completed,paid,,2026-03-30T18:30:00.000Z,2026-03-30T18:30:00.000Z,0,9,164
69e0a6cd2eab0b385a715cb3,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-04-04T18:30:00.000Z,dinner,Jeera Rice,Malai Kofta,Kheer,,,,rice,sabzi,dessert,,,,30,70,30,,,,1,1,1,,,,69e0a6cd2eab0b385a715cb4,69e0a6cd2eab0b385a715cb5,69e0a6cd2eab0b385a715cb6,,,,130,130,completed,paid,,2026-04-04T18:30:00.000Z,2026-04-04T18:30:00.000Z,0,7,123
69e0a6cd2eab0b385a715cb7,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-04-04T18:30:00.000Z,lunch,Dal Tadka,Garlic Naan,Raita,Gulab Jamun,Paneer Butter Masala,,dal,bread,side,dessert,sabzi,,40,18,20,25,65,,1,1,1,2,1,,69e0a6cd2eab0b385a715cb8,69e0a6cd2eab0b385a715cb9,69e0a6cd2eab0b385a715cba,69e0a6cd2eab0b385a715cbb,69e0a6cd2eab0b385a715cbc,,193,193,completed,paid,,2026-04-04T18:30:00.000Z,2026-04-04T18:30:00.000Z,0,10,183
69e0a6cd2eab0b385a715cbd,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-04-04T18:30:00.000Z,dinner,Kheer,Malai Kofta,,,,,dessert,sabzi,,,,,30,70,,,,,1,1,,,,,69e0a6cd2eab0b385a715cbe,69e0a6cd2eab0b385a715cbf,,,,,100,100,completed,paid,,2026-04-04T18:30:00.000Z,2026-04-04T18:30:00.000Z,0,5,95
69e0a6cd2eab0b385a715cc0,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-04-07T18:30:00.000Z,dinner,Roti,Bhindi Masala,Toor Dal Fry,,,,bread,sabzi,dal,,,,10,45,42,,,,2,1,1,,,,69e0a6cd2eab0b385a715cc1,69e0a6cd2eab0b385a715cc2,69e0a6cd2eab0b385a715cc3,,,,107,107,completed,paid,,2026-04-07T18:30:00.000Z,2026-04-07T18:30:00.000Z,0,5,102
69e0a6cd2eab0b385a715cc4,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-04-10T18:30:00.000Z,dinner,Dal Makhani,Butter Naan,Steamed Rice,Rasmalai,,,dal,bread,rice,dessert,,,55,15,25,35,,,1,1,1,2,,,69e0a6cd2eab0b385a715cc5,69e0a6cd2eab0b385a715cc6,69e0a6cd2eab0b385a715cc7,69e0a6cd2eab0b385a715cc8,,,165,165,completed,paid,,2026-04-10T18:30:00.000Z,2026-04-10T18:30:00.000Z,0,8,157
69e0a6cd2eab0b385a715cc9,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-04-12T18:30:00.000Z,dinner,Rajma Masala,Butter Naan,Palak Paneer,Kheer,Steamed Rice,,dal,bread,sabzi,dessert,rice,,50,15,60,30,25,,1,1,1,1,2,,69e0a6cd2eab0b385a715cca,69e0a6cd2eab0b385a715ccb,69e0a6cd2eab0b385a715ccc,69e0a6cd2eab0b385a715ccd,69e0a6cd2eab0b385a715cce,,205,205,completed,paid,,2026-04-12T18:30:00.000Z,2026-04-12T18:30:00.000Z,0,10,195
69e0a6cd2eab0b385a715ccf,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-04-13T18:30:00.000Z,dinner,Jalebi,Mixed Veg Curry,,,,,dessert,sabzi,,,,,25,45,,,,,1,2,,,,,69e0a6cd2eab0b385a715cd0,69e0a6cd2eab0b385a715cd1,,,,,115,115,completed,paid,,2026-04-13T18:30:00.000Z,2026-04-13T18:30:00.000Z,0,6,109
69e0a6cd2eab0b385a715cd2,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-04-13T18:30:00.000Z,dinner,Dal Makhani,Garlic Naan,Mixed Veg Curry,Jeera Rice,,,dal,bread,sabzi,rice,,,55,18,45,30,,,1,1,2,1,,,69e0a6cd2eab0b385a715cd3,69e0a6cd2eab0b385a715cd4,69e0a6cd2eab0b385a715cd5,69e0a6cd2eab0b385a715cd6,,,193,193,completed,paid,,2026-04-13T18:30:00.000Z,2026-04-13T18:30:00.000Z,0,10,183
69e0a6cd2eab0b385a715cd7,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-04-13T18:30:00.000Z,dinner,Jalebi,Garlic Naan,Dal Makhani,Mixed Veg Curry,Jeera Rice,,dessert,bread,dal,sabzi,rice,,25,18,55,45,30,,2,1,2,2,1,,69e0a6cd2eab0b385a715cd8,69e0a6cd2eab0b385a715cd9,69e0a6cd2eab0b385a715cda,69e0a6cd2eab0b385a715cdb,69e0a6cd2eab0b385a715cdc,,298,298,completed,paid,,2026-04-13T18:30:00.000Z,2026-04-13T18:30:00.000Z,0,15,283
69e0ac64f313aeb1c7cef6c5,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-01-15T18:30:00.000Z,dinner,Garlic Naan,Kadhai Paneer,Ice Cream,,,,bread,sabzi,dessert,,,,18,65,30,,,,2,1,2,,,,69e0ac64f313aeb1c7cef6c6,69e0ac64f313aeb1c7cef6c7,69e0ac64f313aeb1c7cef6c8,,,,161,161,completed,paid,,2026-01-15T18:30:00.000Z,2026-01-15T18:30:00.000Z,0,8,153
69e0ac64f313aeb1c7cef6c9,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-01-16T18:30:00.000Z,dinner,Dal Makhani,Shahi Paneer,Butter Naan,Rasmalai,,,dal,sabzi,bread,dessert,,,55,70,15,35,,,2,2,1,1,,,69e0ac64f313aeb1c7cef6ca,69e0ac64f313aeb1c7cef6cb,69e0ac64f313aeb1c7cef6cc,69e0ac64f313aeb1c7cef6cd,,,300,300,completed,paid,,2026-01-16T18:30:00.000Z,2026-01-16T18:30:00.000Z,0,15,285
69e0ac64f313aeb1c7cef6ce,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-01-17T18:30:00.000Z,lunch,Raita,Gulab Jamun,Dal Tadka,Paneer Butter Masala,Veg Biryani,,side,dessert,dal,sabzi,rice,,20,25,40,65,55,,1,1,2,1,1,,69e0ac64f313aeb1c7cef6cf,69e0ac64f313aeb1c7cef6d0,69e0ac64f313aeb1c7cef6d1,69e0ac64f313aeb1c7cef6d2,69e0ac64f313aeb1c7cef6d3,,245,245,completed,paid,,2026-01-17T18:30:00.000Z,2026-01-17T18:30:00.000Z,0,12,233
69e0ac64f313aeb1c7cef6d4,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-01-17T18:30:00.000Z,lunch,Garlic Naan,Paneer Butter Masala,Raita,Gulab Jamun,,,bread,sabzi,side,dessert,,,18,65,20,25,,,1,1,1,1,,,69e0ac64f313aeb1c7cef6d5,69e0ac64f313aeb1c7cef6d6,69e0ac64f313aeb1c7cef6d7,69e0ac64f313aeb1c7cef6d8,,,128,128,completed,paid,,2026-01-17T18:30:00.000Z,2026-01-17T18:30:00.000Z,0,6,122
69e0ac64f313aeb1c7cef6d9,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-01-17T18:30:00.000Z,lunch,Garlic Naan,Dal Tadka,,,,,bread,dal,,,,,18,40,,,,,2,1,,,,,69e0ac64f313aeb1c7cef6da,69e0ac64f313aeb1c7cef6db,,,,,76,76,completed,paid,,2026-01-17T18:30:00.000Z,2026-01-17T18:30:00.000Z,0,4,72
69e0ac64f313aeb1c7cef6dc,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-01-17T18:30:00.000Z,lunch,Raita,Dal Tadka,,,,,side,dal,,,,,20,40,,,,,1,1,,,,,69e0ac64f313aeb1c7cef6dd,69e0ac64f313aeb1c7cef6de,,,,,60,60,completed,paid,,2026-01-17T18:30:00.000Z,2026-01-17T18:30:00.000Z,0,3,57
69e0ac64f313aeb1c7cef6df,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-01-19T18:30:00.000Z,lunch,Roti,Veg Pulao,Paneer Butter Masala,Raita,Chana Dal,,bread,rice,sabzi,side,dal,,10,35,65,20,40,,1,2,1,1,1,,69e0ac64f313aeb1c7cef6e0,69e0ac64f313aeb1c7cef6e1,69e0ac64f313aeb1c7cef6e2,69e0ac64f313aeb1c7cef6e3,69e0ac64f313aeb1c7cef6e4,,205,205,completed,paid,,2026-01-19T18:30:00.000Z,2026-01-19T18:30:00.000Z,0,10,195
